Ticket,A_Utility,A_Cost,Sup
34 164,553.8378378378378,21.62837837837838, 148
39 168 169,553.8378378378378,21.783783783783782, 148
21 39 156,553.8378378378378,21.864864864864863, 148
59 169,553.8378378378378,22.14189189189189, 148
106 169,553.8378378378378,22.14864864864865, 148
146 156,553.8378378378378,22.304054054054053, 148
133 197,553.8378378378378,22.344594594594593, 148
93 169,553.8378378378378,22.5472972972973, 148
20 168,553.8378378378378,22.58108108108108, 148
53 169,553.8378378378378,22.864864864864863, 148
21 39 168,553.8378378378378,22.87162162162162, 148
23 197,553.8378378378378,23.074324324324323, 148
34 133,553.8378378378378,23.094594594594593, 148
169 182,553.8378378378378,23.18918918918919, 148
69 197,553.8378378378378,23.20945945945946, 148
133 164,553.8378378378378,23.25, 148
146 168,553.8378378378378,23.31081081081081, 148
21 169 197,553.8378378378378,23.344594594594593, 148
82 169,553.8378378378378,23.466216216216218, 148
60 169,553.8378378378378,23.533783783783782, 148
21 59,553.8378378378378,23.54054054054054, 148
21 106,553.8378378378378,23.5472972972973, 148
23 34,553.8378378378378,23.824324324324323, 148
39 59,553.8378378378378,23.85135135135135, 148
39 106,553.8378378378378,23.85810810810811, 148
21 93,553.8378378378378,23.945945945945947, 148
34 69,553.8378378378378,23.95945945945946, 148
39 169 197,553.8378378378378,23.966216216216218, 148
23 164,553.8378378378378,23.97972972972973, 148
21 34 169,553.8378378378378,24.094594594594593, 148
69 164,553.8378378378378,24.114864864864863, 148
21 164 169,553.8378378378378,24.25, 148
39 93,553.8378378378378,24.256756756756758, 148
21 53,553.8378378378378,24.263513513513512, 148
151 169,553.8378378378378,24.39189189189189, 148
21 156 168,553.8378378378378,24.43918918918919, 148
39 53,553.8378378378378,24.574324324324323, 148
21 182,553.8378378378378,24.58783783783784, 148
20 197,553.8378378378378,24.763513513513512, 148
21 82,553.8378378378378,24.864864864864863, 148
39 164 169,553.8378378378378,24.87162162162162, 148
39 182,553.8378378378378,24.89864864864865, 148
156 168 169,553.8378378378378,24.91891891891892, 148
21 60,553.8378378378378,24.93243243243243, 148
21 39 197,553.8378378378378,25.054054054054053, 148
39 156 168,553.8378378378378,25.06081081081081, 148
39 82,553.8378378378378,25.175675675675677, 148
39 60,553.8378378378378,25.243243243243242, 148
59 156,553.8378378378378,25.41891891891892, 148
106 156,553.8378378378378,25.425675675675677, 148
23 133,553.8378378378378,25.445945945945947, 148
146 197,553.8378378378378,25.493243243243242, 148
20 34,553.8378378378378,25.513513513513512, 148
69 133,553.8378378378378,25.58108108108108, 148
20 164,553.8378378378378,25.66891891891892, 148
21 133 169,553.8378378378378,25.716216216216218, 148
21 151,553.8378378378378,25.79054054054054, 148
21 34 39,553.8378378378378,25.804054054054053, 148
93 156,553.8378378378378,25.824324324324323, 148
21 39 164,553.8378378378378,25.95945945945946, 148
39 151,553.8378378378378,26.10135135135135, 148
53 156,553.8378378378378,26.14189189189189, 148
34 146,553.8378378378378,26.243243243243242, 148
91 169,553.8378378378378,26.2972972972973, 148
23 69,553.8378378378378,26.31081081081081, 148
39 133 169,553.8378378378378,26.33783783783784, 148
9 169,553.8378378378378,26.344594594594593, 148
146 164,553.8378378378378,26.39864864864865, 148
59 168,553.8378378378378,26.425675675675677, 148
106 168,553.8378378378378,26.43243243243243, 148
21 23 169,553.8378378378378,26.445945945945947, 148
156 182,553.8378378378378,26.466216216216218, 148
21 69 169,553.8378378378378,26.58108108108108, 148
169 196,553.8378378378378,26.60810810810811, 148
21 156 197,553.8378378378378,26.62162162162162, 148
82 156,553.8378378378378,26.743243243243242, 148
60 156,553.8378378378378,26.81081081081081, 148
93 168,553.8378378378378,26.83108108108108, 148
157 169,553.8378378378378,26.91891891891892, 148
156 169 197,553.8378378378378,27.10135135135135, 148
20 133,553.8378378378378,27.135135135135137, 148
53 168,553.8378378378378,27.14864864864865, 148
39 69 169,553.8378378378378,27.2027027027027, 148
39 156 197,553.8378378378378,27.243243243243242, 148
21 34 156,553.8378378378378,27.37162162162162, 148
21 39 133,553.8378378378378,27.425675675675677, 148
168 182,553.8378378378378,27.472972972972972, 148
21 156 164,553.8378378378378,27.527027027027028, 148
21 168 197,553.8378378378378,27.62837837837838, 148
151 156,553.8378378378378,27.66891891891892, 148
21 91,553.8378378378378,27.695945945945947, 148
9 21,553.8378378378378,27.743243243243242, 148
82 168,553.8378378378378,27.75, 148
60 168,553.8378378378378,27.81756756756757, 148
20 23,553.8378378378378,27.864864864864863, 148
133 146,553.8378378378378,27.864864864864863, 148
20 69,553.8378378378378,28.0, 148
39 91,553.8378378378378,28.006756756756758, 148
156 164 169,553.8378378378378,28.006756756756758, 148
21 196,553.8378378378378,28.006756756756758, 148
9 39,553.8378378378378,28.054054054054053, 148
39 156 164,553.8378378378378,28.14864864864865, 148
21 23 39,553.8378378378378,28.155405405405407, 148
36 169,553.8378378378378,28.16891891891892, 148
39 168 197,553.8378378378378,28.25, 148
21 39 69,553.8378378378378,28.29054054054054, 148
21 157,553.8378378378378,28.31756756756757, 148
39 196,553.8378378378378,28.31756756756757, 148
21 34 168,553.8378378378378,28.37837837837838, 148
21 164 168,553.8378378378378,28.533783783783782, 148
23 146,553.8378378378378,28.594594594594593, 148
59 197,553.8378378378378,28.60810810810811, 148
106 197,553.8378378378378,28.614864864864863, 148
39 157,553.8378378378378,28.62837837837838, 148
151 168,553.8378378378378,28.675675675675677, 148
88 169,553.8378378378378,28.7027027027027, 148
69 146,553.8378378378378,28.72972972972973, 148
47 169,553.8378378378378,28.783783783783782, 148
21 146 169,553.8378378378378,28.864864864864863, 148
21 133 156,553.8378378378378,28.993243243243242, 148
93 197,553.8378378378378,29.013513513513512, 148
168 169 197,553.8378378378378,29.114864864864863, 148
39 164 168,553.8378378378378,29.155405405405407, 148
49 169,553.8378378378378,29.31756756756757, 148
53 197,553.8378378378378,29.33108108108108, 148
34 59,553.8378378378378,29.35810810810811, 148
34 106,553.8378378378378,29.364864864864863, 148
39 146 169,553.8378378378378,29.486486486486488, 148
59 164,553.8378378378378,29.513513513513512, 148
106 164,553.8378378378378,29.52027027027027, 148
21 36,553.8378378378378,29.56756756756757, 148
91 156,553.8378378378378,29.574324324324323, 148
39 133 156,553.8378378378378,29.614864864864863, 148
9 156,553.8378378378378,29.62162162162162, 148
182 197,553.8378378378378,29.655405405405407, 148
21 23 156,553.8378378378378,29.722972972972972, 148
34 93,553.8378378378378,29.763513513513512, 148
21 69 156,553.8378378378378,29.85810810810811, 148
36 39,553.8378378378378,29.87837837837838, 148
156 196,553.8378378378378,29.885135135135137, 148
93 164,553.8378378378378,29.91891891891892, 148
82 197,553.8378378378378,29.93243243243243, 148
21 133 168,553.8378378378378,30.0, 148
60 197,553.8378378378378,30.0, 148
34 53,553.8378378378378,30.08108108108108, 148
21 88,553.8378378378378,30.10135135135135, 148
21 47,553.8378378378378,30.18243243243243, 148
156 157,553.8378378378378,30.195945945945947, 148
34 39 169,553.8378378378378,30.222972972972972, 148
53 164,553.8378378378378,30.236486486486488, 148
74 169,553.8378378378378,30.25, 148
20 146,553.8378378378378,30.283783783783782, 148
34 182,553.8378378378378,30.405405405405407, 148
39 88,553.8378378378378,30.41216216216216, 148
39 69 156,553.8378378378378,30.47972972972973, 148
39 47,553.8378378378378,30.493243243243242, 148
21 34 197,553.8378378378378,30.56081081081081, 148
164 182,553.8378378378378,30.56081081081081, 148
21 39 146,553.8378378378378,30.574324324324323, 148
91 168,553.8378378378378,30.58108108108108, 148
39 133 168,553.8378378378378,30.62162162162162, 148
9 168,553.8378378378378,30.62837837837838, 148
34 82,553.8378378378378,30.68243243243243, 148
169 195,553.8378378378378,30.68243243243243, 148
21 49,553.8378378378378,30.716216216216218, 148
21 164 197,553.8378378378378,30.716216216216218, 148
21 23 168,553.8378378378378,30.72972972972973, 148
34 60,553.8378378378378,30.75, 148
82 164,553.8378378378378,30.83783783783784, 148
151 197,553.8378378378378,30.85810810810811, 148
21 69 168,553.8378378378378,30.864864864864863, 148
168 196,553.8378378378378,30.89189189189189, 148
60 164,553.8378378378378,30.905405405405407, 148
59 133,553.8378378378378,30.97972972972973, 148
106 133,553.8378378378378,30.986486486486488, 148
39 49,553.8378378378378,31.027027027027028, 148
157 168,553.8378378378378,31.2027027027027, 148
97 169,553.8378378378378,31.277027027027028, 148
39 164 197,553.8378378378378,31.33783783783784, 148
156 168 197,553.8378378378378,31.385135135135137, 148
93 133,553.8378378378378,31.385135135135137, 148
36 156,553.8378378378378,31.445945945945947, 148
21 34 164,553.8378378378378,31.466216216216218, 148
39 69 168,553.8378378378378,31.486486486486488, 148
34 151,553.8378378378378,31.60810810810811, 148
21 74,553.8378378378378,31.64864864864865, 148
53 133,553.8378378378378,31.7027027027027, 148
23 59,553.8378378378378,31.70945945945946, 148
23 106,553.8378378378378,31.716216216216218, 148
151 164,553.8378378378378,31.763513513513512, 148
34 156 169,553.8378378378378,31.79054054054054, 148
59 69,553.8378378378378,31.844594594594593, 148
69 106,553.8378378378378,31.85135135135135, 148
7 169,553.8378378378378,31.905405405405407, 148
39 74,553.8378378378378,31.95945945945946, 148
21 59 169,553.8378378378378,31.97972972972973, 148
88 156,553.8378378378378,31.97972972972973, 148
21 106 169,553.8378378378378,31.986486486486488, 148
52 169,553.8378378378378,32.013513513513516, 148
133 182,553.8378378378378,32.027027027027025, 148
47 156,553.8378378378378,32.060810810810814, 148
21 195,553.8378378378378,32.08108108108108, 148
169 190,553.8378378378378,32.108108108108105, 148
23 93,553.8378378378378,32.11486486486486, 148
21 146 156,553.8378378378378,32.141891891891895, 148
21 133 197,553.8378378378378,32.182432432432435, 148
69 93,553.8378378378378,32.25, 148
156 164 168,553.8378378378378,32.29054054054054, 148
82 133,553.8378378378378,32.304054054054056, 148
60 133,553.8378378378378,32.37162162162162, 148
21 93 169,553.8378378378378,32.38513513513514, 148
39 195,553.8378378378378,32.391891891891895, 148
23 53,553.8378378378378,32.432432432432435, 148
36 168,553.8378378378378,32.4527027027027, 148
53 69,553.8378378378378,32.567567567567565, 148
49 156,553.8378378378378,32.5945945945946, 148
39 59 169,553.8378378378378,32.601351351351354, 148
39 106 169,553.8378378378378,32.608108108108105, 148
21 97,553.8378378378378,32.67567567567568, 148
21 53 169,553.8378378378378,32.7027027027027, 148
23 182,553.8378378378378,32.75675675675676, 148
39 146 156,553.8378378378378,32.763513513513516, 148
91 197,553.8378378378378,32.763513513513516, 148
34 168 169,553.8378378378378,32.7972972972973, 148
39 133 197,553.8378378378378,32.804054054054056, 148
9 197,553.8378378378378,32.810810810810814, 148
69 182,553.8378378378378,32.891891891891895, 148
21 23 197,553.8378378378378,32.91216216216216, 148
21 34 133,553.8378378378378,32.932432432432435, 148
88 168,553.8378378378378,32.986486486486484, 148
39 97,553.8378378378378,32.986486486486484, 148
39 93 169,553.8378378378378,33.00675675675676, 148
21 169 182,553.8378378378378,33.027027027027025, 148
23 82,553.8378378378378,33.03378378378378, 148
21 69 197,553.8378378378378,33.0472972972973, 148
47 168,553.8378378378378,33.067567567567565, 148
196 197,553.8378378378378,33.07432432432432, 148
21 133 164,553.8378378378378,33.08783783783784, 148
23 60,553.8378378378378,33.101351351351354, 148
164 168 169,553.8378378378378,33.108108108108105, 148
14 169,553.8378378378378,33.108108108108105, 148
129 169,537.780303030303,33.14393939393939, 132
21 146 168,553.8378378378378,33.148648648648646, 148
69 82,553.8378378378378,33.16891891891892, 148
133 151,553.8378378378378,33.229729729729726, 148
60 69,553.8378378378378,33.236486486486484, 148
21 82 169,553.8378378378378,33.304054054054056, 148
7 21,553.8378378378378,33.304054054054056, 148
39 53 169,553.8378378378378,33.32432432432432, 148
21 60 169,553.8378378378378,33.37162162162162, 148
157 197,553.8378378378378,33.38513513513514, 148
20 59,553.8378378378378,33.398648648648646, 148
20 106,553.8378378378378,33.4054054054054, 148
21 52,553.8378378378378,33.41216216216216, 148
34 39 156,553.8378378378378,33.5, 148
21 190,553.8378378378378,33.50675675675676, 148
34 91,553.8378378378378,33.513513513513516, 148
74 156,553.8378378378378,33.527027027027025, 148
9 34,553.8378378378378,33.560810810810814, 148
49 168,553.8378378378378,33.601351351351354, 148
7 39,553.8378378378378,33.61486486486486, 148
39 169 182,553.8378378378378,33.648648648648646, 148
21 23 34,553.8378378378378,33.66216216216216, 148
39 69 197,553.8378378378378,33.66891891891892, 148
91 164,553.8378378378378,33.66891891891892, 148
21 39 59,553.8378378378378,33.689189189189186, 148
21 39 106,553.8378378378378,33.695945945945944, 148
39 133 164,553.8378378378378,33.70945945945946, 148
9 164,553.8378378378378,33.71621621621622, 148
39 52,553.8378378378378,33.722972972972975, 148
39 146 168,553.8378378378378,33.770270270270274, 148
21 34 69,553.8378378378378,33.7972972972973, 148
20 93,553.8378378378378,33.804054054054056, 148
39 190,553.8378378378378,33.817567567567565, 148
21 23 164,553.8378378378378,33.817567567567565, 148
34 196,553.8378378378378,33.82432432432432, 148
39 82 169,553.8378378378378,33.92567567567568, 148
21 69 164,553.8378378378378,33.9527027027027, 148
23 151,553.8378378378378,33.95945945945946, 148
156 195,553.8378378378378,33.95945945945946, 148
164 196,553.8378378378378,33.979729729729726, 148
39 60 169,553.8378378378378,33.99324324324324, 148
21 39 93,553.8378378378378,34.0945945945946, 148
69 151,553.8378378378378,34.0945945945946, 148
20 53,553.8378378378378,34.12162162162162, 148
59 146,553.8378378378378,34.12837837837838, 148
34 157,553.8378378378378,34.13513513513514, 148
106 146,553.8378378378378,34.13513513513514, 148
29 169,553.8378378378378,34.1554054054054, 148
21 151 169,553.8378378378378,34.229729729729726, 148
68 169,553.8378378378378,34.229729729729726, 148
157 164,553.8378378378378,34.29054054054054, 148
169 175,553.8378378378378,34.33783783783784, 148
21 39 53,553.8378378378378,34.41216216216216, 148
20 182,553.8378378378378,34.445945945945944, 148
156 164 197,553.8378378378378,34.472972972972975, 148
14 21,553.8378378378378,34.50675675675676, 148
34 39 168,553.8378378378378,34.50675675675676, 148
93 146,553.8378378378378,34.53378378378378, 148
74 168,553.8378378378378,34.53378378378378, 148
97 156,553.8378378378378,34.554054054054056, 148
129 21,537.780303030303,34.56060606060606, 132
39 69 164,553.8378378378378,34.57432432432432, 148
36 197,553.8378378378378,34.63513513513514, 148
33 169,553.8378378378378,34.66216216216216, 148
20 82,553.8378378378378,34.722972972972975, 148
21 39 182,553.8378378378378,34.736486486486484, 148
20 60,553.8378378378378,34.79054054054054, 148
14 39,553.8378378378378,34.817567567567565, 148
129 39,537.780303030303,34.84848484848485, 132
53 146,553.8378378378378,34.851351351351354, 148
39 151 169,553.8378378378378,34.851351351351354, 148
23 39 169,553.8378378378378,34.92567567567568, 148
168 195,553.8378378378378,34.96621621621622, 148
34 169 197,553.8378378378378,34.979729729729726, 148
21 39 82,553.8378378378378,35.013513513513516, 148
133 156 169,553.8378378378378,35.03378378378378, 148
21 39 60,553.8378378378378,35.08108108108108, 148
91 133,553.8378378378378,35.13513513513514, 148
88 197,553.8378378378378,35.16891891891892, 148
146 182,553.8378378378378,35.17567567567568, 148
7 156,553.8378378378378,35.182432432432435, 148
9 133,553.8378378378378,35.182432432432435, 148
47 197,553.8378378378378,35.25, 148
21 59 156,553.8378378378378,35.25675675675676, 148
21 106 156,553.8378378378378,35.263513513513516, 148
21 23 133,553.8378378378378,35.28378378378378, 148
52 156,553.8378378378378,35.29054054054054, 148
164 169 197,553.8378378378378,35.29054054054054, 148
21 146 197,553.8378378378378,35.33108108108108, 148
156 190,553.8378378378378,35.38513513513514, 148
34 36,553.8378378378378,35.38513513513514, 148
21 69 133,553.8378378378378,35.41891891891892, 148
133 196,553.8378378378378,35.445945945945944, 148
82 146,553.8378378378378,35.4527027027027, 148
60 146,553.8378378378378,35.520270270270274, 148
36 164,553.8378378378378,35.54054054054054, 148
21 29,553.8378378378378,35.554054054054056, 148
97 168,553.8378378378378,35.560810810810814, 148
139 169,553.8378378378378,35.57432432432432, 148
21 68,553.8378378378378,35.62837837837838, 148
20 151,553.8378378378378,35.648648648648646, 148
21 93 156,553.8378378378378,35.66216216216216, 148
21 175,553.8378378378378,35.736486486486484, 148
133 157,553.8378378378378,35.75675675675676, 148
49 197,553.8378378378378,35.78378378378378, 148
23 91,553.8378378378378,35.86486486486486, 148
29 39,553.8378378378378,35.86486486486486, 148
39 59 156,553.8378378378378,35.87837837837838, 148
34 164 169,553.8378378378378,35.88513513513514, 148
39 106 156,553.8378378378378,35.88513513513514, 148
9 23,553.8378378378378,35.91216216216216, 148
34 88,553.8378378378378,35.91891891891892, 148
39 68,553.8378378378378,35.939189189189186, 148
21 39 151,553.8378378378378,35.939189189189186, 148
39 146 197,553.8378378378378,35.9527027027027, 148
21 53 156,553.8378378378378,35.979729729729726, 148
69 91,553.8378378378378,36.0, 148
34 47,553.8378378378378,36.0, 148
39 69 133,553.8378378378378,36.04054054054054, 148
133 168 169,553.8378378378378,36.04054054054054, 148
9 69,553.8378378378378,36.0472972972973, 148
39 175,553.8378378378378,36.0472972972973, 148
21 33,553.8378378378378,36.060810810810814, 148
34 156 168,553.8378378378378,36.07432432432432, 148
88 164,553.8378378378378,36.07432432432432, 148
21 34 146,553.8378378378378,36.08108108108108, 148
21 91 169,553.8378378378378,36.13513513513514, 148
21 23 69,553.8378378378378,36.148648648648646, 148
47 164,553.8378378378378,36.1554054054054, 148
23 196,553.8378378378378,36.17567567567568, 148
7 168,553.8378378378378,36.189189189189186, 148
21 146 164,553.8378378378378,36.236486486486484, 148
21 59 168,553.8378378378378,36.263513513513516, 148
21 106 168,553.8378378378378,36.270270270270274, 148
39 93 156,553.8378378378378,36.28378378378378, 148
52 168,553.8378378378378,36.2972972972973, 148
21 156 182,553.8378378378378,36.304054054054056, 148
69 196,553.8378378378378,36.310810810810814, 148
129 156,537.780303030303,36.35606060606061, 132
33 39,553.8378378378378,36.37162162162162, 148
146 151,553.8378378378378,36.37837837837838, 148
14 156,553.8378378378378,36.38513513513514, 148
168 190,553.8378378378378,36.391891891891895, 148
21 169 196,553.8378378378378,36.445945945945944, 148
23 157,553.8378378378378,36.486486486486484, 148
23 156 169,553.8378378378378,36.49324324324324, 148
34 49,553.8378378378378,36.53378378378378, 148
21 82 156,553.8378378378378,36.58108108108108, 148
39 53 156,553.8378378378378,36.601351351351354, 148
69 157,553.8378378378378,36.62162162162162, 148
21 60 156,553.8378378378378,36.648648648648646, 148
21 93 168,553.8378378378378,36.66891891891892, 148
49 164,553.8378378378378,36.689189189189186, 148
34 39 197,553.8378378378378,36.689189189189186, 148
169 182 197,553.8378378378378,36.695945945945944, 148
74 197,553.8378378378378,36.71621621621622, 148
21 157 169,553.8378378378378,36.75675675675676, 148
39 91 169,553.8378378378378,36.75675675675676, 148
81 169,553.8378378378378,36.75675675675676, 148
69 156 169,553.8378378378378,36.763513513513516, 148
156 169 182,553.8378378378378,36.78378378378378, 148
39 146 164,553.8378378378378,36.858108108108105, 148
39 59 168,553.8378378378378,36.88513513513514, 148
39 106 168,553.8378378378378,36.891891891891895, 148
39 156 182,553.8378378378378,36.92567567567568, 148
21 139,553.8378378378378,36.972972972972975, 148
21 53 168,553.8378378378378,36.986486486486484, 148
36 133,553.8378378378378,37.00675675675676, 148
39 169 196,553.8378378378378,37.067567567567565, 148
195 197,553.8378378378378,37.148648648648646, 148
39 82 156,553.8378378378378,37.2027027027027, 148
59 106,553.8378378378378,37.25, 148
39 60 156,553.8378378378378,37.270270270270274, 148
39 139,553.8378378378378,37.28378378378378, 148
39 93 168,553.8378378378378,37.29054054054054, 148
21 168 182,553.8378378378378,37.310810810810814, 148
34 133 169,553.8378378378378,37.351351351351354, 148
39 157 169,553.8378378378378,37.37837837837838, 148
14 168,553.8378378378378,37.391891891891895, 148
118 169,553.8378378378378,37.4054054054054, 148
29 156,553.8378378378378,37.432432432432435, 148
115 169,553.8378378378378,37.432432432432435, 148
34 74,553.8378378378378,37.46621621621622, 148
23 168 169,553.8378378378378,37.5, 148
21 151 156,553.8378378378378,37.50675675675676, 148
68 156,553.8378378378378,37.50675675675676, 148
88 133,553.8378378378378,37.54054054054054, 148
20 91,553.8378378378378,37.554054054054056, 148
21 82 168,553.8378378378378,37.58783783783784, 148
34 39 164,553.8378378378378,37.5945945945946, 148
9 20,553.8378378378378,37.601351351351354, 148
39 53 168,553.8378378378378,37.608108108108105, 148
10 169,553.8378378378378,37.608108108108105, 148
156 175,553.8378378378378,37.61486486486486, 148
47 133,553.8378378378378,37.62162162162162, 148
74 164,553.8378378378378,37.62162162162162, 148
129 168,537.780303030303,37.63636363636363, 132
59 93,553.8378378378378,37.648648648648646, 148
21 60 168,553.8378378378378,37.6554054054054, 148
93 106,553.8378378378378,37.6554054054054, 148
21 133 146,553.8378378378378,37.7027027027027, 148
23 36,553.8378378378378,37.736486486486484, 148
97 197,553.8378378378378,37.74324324324324, 148
69 168 169,553.8378378378378,37.770270270270274, 148
21 39 91,553.8378378378378,37.8445945945946, 148
99 169,553.8378378378378,37.8445945945946, 148
20 196,553.8378378378378,37.86486486486486, 148
36 69,553.8378378378378,37.87162162162162, 148
34 195,553.8378378378378,37.898648648648646, 148
39 168 182,553.8378378378378,37.932432432432435, 148
33 156,553.8378378378378,37.939189189189186, 148
53 59,553.8378378378378,37.96621621621622, 148
53 106,553.8378378378378,37.972972972972975, 148
20 21 169,553.8378378378378,37.99324324324324, 148
21 36 169,553.8378378378378,38.00675675675676, 148
164 195,553.8378378378378,38.054054054054056, 148
39 151 156,553.8378378378378,38.12837837837838, 148
49 133,553.8378378378378,38.1554054054054, 148
21 39 196,553.8378378378378,38.1554054054054, 148
21 81,553.8378378378378,38.1554054054054, 148
20 157,553.8378378378378,38.17567567567568, 148
23 39 156,553.8378378378378,38.2027027027027, 148
39 82 168,553.8378378378378,38.20945945945946, 148
34 69 169,553.8378378378378,38.21621621621622, 148
133 169 197,553.8378378378378,38.222972972972975, 148
83 169,553.8378378378378,38.25, 148
34 156 197,553.8378378378378,38.25675675675676, 148
23 88,553.8378378378378,38.270270270270274, 148
39 60 168,553.8378378378378,38.277027027027025, 148
91 146,553.8378378378378,38.28378378378378, 148
59 182,553.8378378378378,38.29054054054054, 148
106 182,553.8378378378378,38.2972972972973, 148
20 39 169,553.8378378378378,38.304054054054056, 148
39 133 146,553.8378378378378,38.32432432432432, 148
9 146,553.8378378378378,38.33108108108108, 148
23 47,553.8378378378378,38.351351351351354, 148
53 93,553.8378378378378,38.37162162162162, 148
7 197,553.8378378378378,38.37162162162162, 148
69 88,553.8378378378378,38.4054054054054, 148
21 23 146,553.8378378378378,38.432432432432435, 148
29 168,553.8378378378378,38.439189189189186, 148
21 59 197,553.8378378378378,38.445945945945944, 148
21 106 197,553.8378378378378,38.4527027027027, 148
39 81,553.8378378378378,38.46621621621622, 148
21 39 157,553.8378378378378,38.46621621621622, 148
52 197,553.8378378378378,38.479729729729726, 148
47 69,553.8378378378378,38.486486486486484, 148
34 97,553.8378378378378,38.49324324324324, 148
21 151 168,553.8378378378378,38.513513513513516, 148
68 168,553.8378378378378,38.513513513513516, 148
21 88 169,553.8378378378378,38.54054054054054, 148
59 82,553.8378378378378,38.567567567567565, 148
21 69 146,553.8378378378378,38.567567567567565, 148
82 106,553.8378378378378,38.57432432432432, 148
190 197,553.8378378378378,38.57432432432432, 148
146 196,553.8378378378378,38.5945945945946, 148
168 175,553.8378378378378,38.62162162162162, 148
21 47 169,553.8378378378378,38.62162162162162, 148
59 60,553.8378378378378,38.63513513513514, 148
60 106,553.8378378378378,38.641891891891895, 148
97 164,553.8378378378378,38.648648648648646, 148
93 182,553.8378378378378,38.695945945945944, 148
168 169 182,553.8378378378378,38.7972972972973, 148
21 118,553.8378378378378,38.804054054054056, 148
21 115,553.8378378378378,38.83108108108108, 148
21 93 197,553.8378378378378,38.851351351351354, 148
139 156,553.8378378378378,38.851351351351354, 148
23 49,553.8378378378378,38.88513513513514, 148
146 157,553.8378378378378,38.9054054054054, 148
33 168,553.8378378378378,38.945945945945944, 148
82 93,553.8378378378378,38.972972972972975, 148
10 21,553.8378378378378,39.00675675675676, 148
53 182,553.8378378378378,39.013513513513516, 148
49 69,553.8378378378378,39.020270270270274, 148
60 93,553.8378378378378,39.04054054054054, 148
34 39 133,553.8378378378378,39.060810810810814, 148
39 59 197,553.8378378378378,39.067567567567565, 148
39 106 197,553.8378378378378,39.07432432432432, 148
74 133,553.8378378378378,39.08783783783784, 148
39 118,553.8378378378378,39.11486486486486, 148
7 34,553.8378378378378,39.12162162162162, 148
133 164 169,553.8378378378378,39.12837837837838, 148
39 151 168,553.8378378378378,39.13513513513514, 148
39 115,553.8378378378378,39.141891891891895, 148
21 49 169,553.8378378378378,39.1554054054054, 148
39 88 169,553.8378378378378,39.16216216216216, 148
34 156 164,553.8378378378378,39.16216216216216, 148
21 53 197,553.8378378378378,39.16891891891892, 148
39 69 146,553.8378378378378,39.189189189189186, 148
21 34 59,553.8378378378378,39.195945945945944, 148
21 34 106,553.8378378378378,39.2027027027027, 148
23 39 168,553.8378378378378,39.20945945945946, 148
129 197,537.780303030303,39.22727272727273, 132
34 52,553.8378378378378,39.229729729729726, 148
39 47 169,553.8378378378378,39.24324324324324, 148
21 99,553.8378378378378,39.24324324324324, 148
34 168 197,553.8378378378378,39.263513513513516, 148
7 164,553.8378378378378,39.277027027027025, 148
